스마트가로등유형,시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,위도,경도,스마트가로등형태,점등상태여부,센서종류,센싱정보서비스,CCTV유무,WiFi유무,GPS수신기유무,비콘유무,조명제어여부,위급상황신고가능여부,앱서비스명,앱서비스제공내용,기타서비스,설치연도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
2,충청남도,공주시,관광단지길,충청남도 공주시 관광단지길 30,충청남도 공주시 공주시 웅진동 355-1,36.4653095,127.1073227,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,관광단지길,충청남도 공주시 관광단지길 30-8,충청남도 공주시 공주시 웅진동 332-9,36.4650014,127.1072443,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,관광단지길,충청남도 공주시 관광단지길 30-8,충청남도 공주시 공주시 웅진동 332-9,36.4652042,127.1076073,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,관광단지길,충청남도 공주시 관광단지길 30-8,충청남도 공주시 공주시 웅진동 332-9,36.4653447,127.1079582,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,관광단지길,충청남도 공주시 관광단지길 30-8,충청남도 공주시 공주시 웅진동 332-9,36.4655301,127.1083391,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,관광단지길,충청남도 공주시 관광단지길 30-8,충청남도 공주시 공주시 웅진동 332-9,36.4656892,127.1086530,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,관광단지길,충청남도 공주시 관광단지길 30-8,충청남도 공주시 공주시 웅진동 332-9,36.4658814,127.1089410,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,관광단지길,충청남도 공주시 관광단지길 30-8,충청남도 공주시 공주시 웅진동 332-9,36.4660922,127.1092347,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,관광단지길,충청남도 공주시 관광단지길 30-8,충청남도 공주시 공주시 웅진동 332-9,36.4663152,127.1095520,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,관광단지길,충청남도 공주시 관광단지길 30-8,충청남도 공주시 공주시 웅진동 332-9,36.4665146,127.1097420,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,관광단지길,충청남도 공주시 관광단지길 30-8,충청남도 공주시 공주시 웅진동 332-9,36.4666823,127.1099506,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,백제문화로,충청남도 공주시 백제문화로 2139,충청남도 공주시 공주시 웅진동 224-15,36.4509482,127.1016050,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,백제문화로,충청남도 공주시 백제문화로 2139,충청남도 공주시 공주시 웅진동 224-15,36.4512953,127.1020230,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길75,충청남도 공주시 공주시 웅진동 344-23,36.4646852,127.1073520,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길75,충청남도 공주시 공주시 웅진동 344-23,36.4646851,127.1073520,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길75,충청남도 공주시 공주시 웅진동 344-23,36.4646851,127.1073520,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길75,충청남도 공주시 공주시 웅진동 344-23,36.4646861,127.1073520,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길75,충청남도 공주시 공주시 웅진동 344-23,36.4646860,127.1073520,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길75,충청남도 공주시 공주시 웅진동 344-23,36.4646860,127.1073520,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길75,충청남도 공주시 공주시 웅진동 344-23,36.4646859,127.1073520,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길75,충청남도 공주시 공주시 웅진동 344-23,36.4646859,127.1073520,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길75,충청남도 공주시 공주시 웅진동 344-23,36.4646858,127.1073520,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길75,충청남도 공주시 공주시 웅진동 344-23,36.4646857,127.1073520,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길75,충청남도 공주시 공주시 웅진동 344-23,36.4646857,127.1073520,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길75,충청남도 공주시 공주시 웅진동 344-23,36.4646856,127.1073520,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길75,충청남도 공주시 공주시 웅진동 344-23,36.4609095,127.1120621,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길75,충청남도 공주시 공주시 웅진동 344-23,36.4612669,127.1118320,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길75,충청남도 공주시 공주시 웅진동 344-23,36.4615171,127.1116811,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길75,충청남도 공주시 공주시 웅진동 344-23,36.4617327,127.1115437,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길75,충청남도 공주시 공주시 웅진동 344-23,36.4619218,127.1113518,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길75,충청남도 공주시 공주시 웅진동 344-23,36.4621225,127.1110842,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길75,충청남도 공주시 공주시 웅진동 344-23,36.4622757,127.1108520,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길75,충청남도 공주시 공주시 웅진동 344-23,36.4624501,127.1105857,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길75,충청남도 공주시 공주시 웅진동 344-23,36.4626103,127.1103308,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길75,충청남도 공주시 공주시 웅진동 344-23,36.4629526,127.1097881,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길75,충청남도 공주시 공주시 웅진동 344-23,36.4631287,127.1095232,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길75,충청남도 공주시 공주시 웅진동 344-23,36.4633722,127.1091636,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길75,충청남도 공주시 공주시 웅진동 344-23,36.4636447,127.1087398,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길75,충청남도 공주시 공주시 웅진동 344-23,36.4637996,127.1084869,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길75,충청남도 공주시 공주시 웅진동 344-23,36.4639389,127.1082768,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,느티나무길,충청남도 공주시 느티나무길 72,충청남도 공주시 공주시 금성동 73-11,36.4652384,127.1209975,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,느티나무길,충청남도 공주시 느티나무길 72,충청남도 공주시 공주시 금성동 73-11,36.4648878,127.1209756,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,느티나무길,충청남도 공주시 느티나무길 72,충청남도 공주시 공주시 금성동 73-11,36.4645371,127.1209538,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길76,충청남도 공주시 공주시 웅진동 344-15,36.4634238,127.1087402,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길76,충청남도 공주시 공주시 웅진동 344-15,36.4636244,127.1084585,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길76,충청남도 공주시 공주시 웅진동 344-15,36.4642585,127.1075314,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길76,충청남도 공주시 공주시 웅진동 344-15,36.4640959,127.1077496,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길76,충청남도 공주시 공주시 웅진동 344-15,36.4654987,127.1063563,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길76,충청남도 공주시 공주시 웅진동 344-15,36.4660373,127.1058365,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길76,충청남도 공주시 공주시 웅진동 344-15,36.4632782,127.1085940,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길76,충청남도 공주시 공주시 웅진동 344-15,36.4646594,127.1071475,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길76,충청남도 공주시 공주시 웅진동 344-15,36.4657519,127.1061144,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길76,충청남도 공주시 공주시 웅진동 344-15,36.4639241,127.1079892,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길76,충청남도 공주시 공주시 웅진동 344-15,36.4649952,127.1068153,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길76,충청남도 공주시 공주시 웅진동 344-15,36.4631326,127.1084478,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길76,충청남도 공주시 공주시 웅진동 344-15,36.4644693,127.1073356,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길76,충청남도 공주시 공주시 웅진동 344-15,36.4632982,127.1089536,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길76,충청남도 공주시 공주시 웅진동 344-15,36.4663046,127.1055351,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길76,충청남도 공주시 공주시 웅진동 344-15,36.4637119,127.1083140,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길76,충청남도 공주시 공주시 웅진동 344-15,36.4631902,127.1087169,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길76,충청남도 공주시 공주시 웅진동 344-15,36.4651236,127.1065854,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길75,충청남도 공주시 공주시 웅진동 344-23,36.4646856,127.1073520,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길75,충청남도 공주시 공주시 웅진동 344-23,36.4646855,127.1073520,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길75,충청남도 공주시 공주시 웅진동 344-23,36.4646854,127.1073520,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길75,충청남도 공주시 공주시 웅진동 344-23,36.4646854,127.1073520,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길75,충청남도 공주시 공주시 웅진동 344-23,36.4646853,127.1073520,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길75,충청남도 공주시 공주시 웅진동 344-23,36.4646852,127.1073520,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,금강공원길,충청남도 공주시 금강공원길1,충청남도 공주시 공주시 금성동 68-1,36.4691051,127.1263746,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,금강공원길,충청남도 공주시 금강공원길1,충청남도 공주시 공주시 금성동 68-1,36.4693332,127.1265634,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,금강공원길,충청남도 공주시 금강공원길1,충청남도 공주시 공주시 금성동 68-1,36.4695612,127.1267522,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,금강공원길,충청남도 공주시 금강공원길1,충청남도 공주시 공주시 금성동 68-1,36.4697893,127.1269409,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,금강공원길,충청남도 공주시 금강공원길1,충청남도 공주시 공주시 금성동 68-1,36.4700174,127.1271297,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,금강공원길,충청남도 공주시 금강공원길1,충청남도 공주시 공주시 금성동 68-1,36.4702454,127.1273185,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,금강공원길,충청남도 공주시 금강공원길1,충청남도 공주시 공주시 금성동 68-1,36.4671530,127.1242857,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,금강공원길,충청남도 공주시 금강공원길21,충청남도 공주시 공주시 금성동 73-5,36.4663040,127.1237406,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,금강공원길,충청남도 공주시 금강공원길21,충청남도 공주시 공주시 금성동 73-5,36.4662594,127.1235152,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,금강공원길,충청남도 공주시 금강공원길21,충청남도 공주시 공주시 금성동 73-5,36.4663819,127.1232081,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,금강공원길,충청남도 공주시 금강공원길21,충청남도 공주시 공주시 금성동 73-5,36.4665043,127.1229010,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,금강공원길,충청남도 공주시 금강공원길21,충청남도 공주시 공주시 금성동 73-5,36.4666268,127.1225939,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,금강공원길,충청남도 공주시 금강공원길21,충청남도 공주시 공주시 금성동 73-5,36.4667597,127.1222921,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,금강공원길,충청남도 공주시 금강공원길21,충청남도 공주시 공주시 금성동 73-5,36.4668821,127.1219904,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,금강공원길,충청남도 공주시 금강공원길21,충청남도 공주시 공주시 금성동 73-5,36.4670100,127.1216819,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,금강공원길,충청남도 공주시 금강공원길21,충청남도 공주시 공주시 금성동 73-5,36.4671368,127.1213721,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,금강공원길,충청남도 공주시 금강공원길21,충청남도 공주시 공주시 금성동 73-5,36.4672463,127.1210342,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,금강공원길,충청남도 공주시 금강공원길21,충청남도 공주시 공주시 금성동 73-5,36.4673612,127.1207458,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,금강공원길,충청남도 공주시 금강공원길21,충청남도 공주시 공주시 금성동 73-5,36.4674841,127.1204441,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,금강공원길,충청남도 공주시 금강공원길21,충청남도 공주시 공주시 금성동 73-5,36.4673408,127.1203791,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,금강공원길,충청남도 공주시 금강공원길21,충청남도 공주시 공주시 금성동 73-5,36.4671132,127.1209410,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,금강공원길,충청남도 공주시 금강공원길21,충청남도 공주시 공주시 금성동 73-5,36.4672270,127.1206601,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,느티나무길,충청남도 공주시 느티나무길 72,충청남도 공주시 공주시 금성동 73-11,36.4669917,127.1211067,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,느티나무길,충청남도 공주시 느티나무길 72,충청남도 공주시 공주시 금성동 73-11,36.4666410,127.1210849,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,느티나무길,충청남도 공주시 느티나무길 72,충청남도 공주시 공주시 금성동 73-11,36.4662904,127.1210630,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,느티나무길,충청남도 공주시 느티나무길 72,충청남도 공주시 공주시 금성동 73-11,36.4659397,127.1210412,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
